app_data_source,loc_region,return_to_yp,score_total,dem_gender,dem_age,edu_qual_highest,edu_qual_highest_year,emp_yes,emp_org_type,emp_duration,emp_currently,exp_w_child,exp_length_teacher,exp_length_school,exp_length_employee,exp_length_volunteer,interest_w_child,prac_scenario_volunt,prac_scenario_noshow,yi_hired
T1 2020,South East,No,12,Female,31,Bachelors Degree,2017,Yes,"Health care, social assistance, nonprofit",6,Yes,Yes,9,2,12,4,1,1,Plan individually,0
T1 2020,South East,No,12,Female,24,Certificate,2017,No,Other,6,No,Yes,8,7,8,3,4,1,Plan individually,0
T1 2020,North East,Yes,11.5,Male,24,Bachelors Degree,2019,Yes,Software or technology,1,Yes,Yes,8,2,3,6,1,1,Plan individually,0
T1 2020,North West,No,11.5,Female,25,Certificate,2013,Yes,"Health care, social assistance, nonprofit",13.2,No,Yes,3,2,8,1,1,1,Plan individually,1
T1 2020,Central,No,11.5,Female,29,Diploma,2018,No,Education,22.8,No,Yes,24,23,60,8,1,1,Plan individually,0
T1 2020,North East,Yes,11.5,Female,31,Bachelors Degree,2018,Yes,"Health care, social assistance, nonprofit",14.4,Yes,Yes,3,24,3,4,1,1,Planning together with fellow facilitators,0
T1 2020,Central,No,11.5,Female,30,Bachelors Degree,2018,Yes,"Health care, social assistance, nonprofit",5,No,No,18,23,5,36,4,1,Plan individually,0
T1 2020,Southern,No,11.5,Female,29,Masters Degree,2019,Yes,Other,24,No,Yes,24,24,30,1,1,1,Plan individually,0
T1 2020,Kweneng,No,11.5,Female,25,Bachelors Degree,2017,Yes,Other,20.4,Yes,Yes,20,2,7,3,4,1,Plan individually,0
T1 2020,North East,Yes,11.5,Female,25,Bachelors Degree,2017,No,Government or public administration,5,No,Yes,4,9,20.4,26.4,4,1,Plan individually,0
T1 2020,Kgatleng,No,11.5,Female,20,Secondary School,2010,Yes,Arts and entertainment,11,Yes,Yes,36,2,3,12,1,1,Plan individually,0
T1 2020,North West,No,11.5,Female,18,Secondary School,2018,No,Retail,36,No,Yes,9,6,22.8,3,1,1,Planning together with fellow facilitators,0
T1 2020,Kweneng,No,11.5,Female,22,Diploma,2019,Yes,Other,9,No,Yes,8,5,2,1,4,0,Planning together with fellow facilitators,0
T1 2020,North West,No,11.5,Female,31,Bachelors Degree,2017,No,"Health care, social assistance, nonprofit",19.200000000000003,Yes,Yes,6,9,6,2,4,1,Plan individually,0
T1 2020,South East,No,11.5,Female,23,Certificate,2017,No,Education,12,No,Yes,14,3,12,3,4,1,Plan individually,0
T1 2020,Southern,No,11.5,Female,22,Certificate,2018,No,Other,8,No,Yes,30,3,18,1,4,1,Plan individually,0
T1 2020,Central,No,11.5,Male,24,Bachelors Degree,2018,Yes,Software or technology,9,No,Yes,7,6,3,6,4,1,Planning together with fellow facilitators,0
T1 2020,North East,No,11.5,Female,26,Bachelors Degree,2016,Yes,"Health care, social assistance, nonprofit",16.799999999999997,No,Yes,1,5,3,2,4,1,Planning together with fellow facilitators,0
T1 2020,Southern,Yes,11,Female,22,Secondary School,2015,No,"Health care, social assistance, nonprofit",25.200000000000003,No,Yes,18,32,36,24,4,1,Plan individually,0
T1 2020,South East,No,11,Female,23,Certificate,2015,Yes,Other,25.200000000000003,No,No,48,2,24,1,1,1,Plan individually,0
T1 2020,North East,No,11,Female,26,Bachelors Degree,2016,Yes,Education,3,No,Yes,1,1,3,2,4,1,Planning together with fellow facilitators,0
T1 2020,North East,No,11,Female,24,Certificate,2012,Yes,"Finance, insurance or information services",13.2,No,Yes,24,3,3,5,4,1,Plan individually,0
T1 2020,Central,Yes,11,Female,24,Certificate,2017,No,Education,16.799999999999997,No,Yes,22.8,3,22.8,3,4,1,Plan individually,0
T1 2020,South East,No,11,Female,28,Secondary School,2009,No,Software or technology,24,Yes,Yes,12,7,12,12,4,1,Plan individually,0
T1 2020,South East,No,11,Female,34,Bachelors Degree,2013,Yes,"Health care, social assistance, nonprofit",5,No,Yes,2,3,2,24,1,1,Plan individually,0
T1 2020,South East,No,11,Female,22,Secondary School,2014,No,"Health care, social assistance, nonprofit",12,No,Yes,8,24,15,12,4,1,Plan individually,0
T1 2020,North East,No,11,Male,24,Certificate,2014,No,Other,24,No,No,5,5,12,5,1,1,Plan individually,0
T1 2020,Kweneng,Yes,11,Female,23,Bachelors Degree,2019,Yes,Other,10,No,No,12,2,8,24,4,1,Plan individually,0
T1 2020,Kgatleng,No,11,Female,27,Bachelors Degree,2014,Yes,Government or public administration,28.8,No,No,48,7,12,84,4,1,Plan individually,0
T1 2020,South East,No,11,Male,25,Secondary School,2012,Yes,Education,4,Yes,Yes,21.6,2,4,4,4,1,Plan individually,0
T1 2020,South East,No,11,Female,24,Diploma,2018,No,"Health care, social assistance, nonprofit",5,No,Yes,3,5,27,4,1,1,Plan individually,0
T1 2020,Central,Yes,11,Female,29,Secondary School,2008,No,Hotel or food services,48,No,Yes,30,9,27,2,4,1,Plan individually,0
T1 2020,North West,No,11,Female,32,Bachelors Degree,2017,No,"Health care, social assistance, nonprofit",48,No,Yes,6,24,24,3,1,1,Plan individually,0
T1 2020,South East,No,11,Female,26,Certificate,2016,Yes,Other,11,No,Yes,9,9,12,1,4,1,Plan individually,0
T1 2020,Chobe,No,11,Female,30,Certificate,2009,Yes,Software or technology,10,No,Yes,6,15,8,6,4,1,Plan individually,0
T1 2020,North East,No,11,Male,28,Certificate,2013,Yes,Transportation or warehousing,25.200000000000003,No,Yes,2,2,3,3,1,1,Plan individually,0
T1 2020,North East,Yes,10.5,Female,24,Certificate,2017,Yes,Utilities or construction,1,No,Yes,2,4,3,4,4,1,Plan individually,0
T1 2020,South East,No,10.5,Female,23,Bachelors Degree,2019,No,Education,9,Yes,Yes,2,16.799999999999997,15.6,3,4,1,Plan individually,0
T1 2020,Chobe,No,10.5,Female,26,Bachelors Degree,2016,Yes,"Farming, agriculture, or mining",3,No,Yes,3,10,3,7,1,1,Planning together with fellow facilitators,0
T1 2020,North West,No,10.5,Male,35,Bachelors Degree,2017,Yes,Arts and entertainment,25.200000000000003,No,No,14.4,1,3,84,4,1,Wait for supervisor or further instruction,0
T1 2020,Kgatleng,No,10.5,Female,28,Bachelors Degree,2014,Yes,Education,24,No,Yes,36,2,60,5,4,0,Plan individually,0
T1 2020,Kweneng,No,10.5,Female,27,Diploma,2016,Yes,Other,8,No,Yes,4,6,12,6,4,1,Plan individually,0
T1 2020,Chobe,No,10.5,Female,20,Secondary School,2016,No,"Health care, social assistance, nonprofit",11,No,Yes,1,20.4,12,3,1,1,Plan individually,0
T1 2020,Central,Yes,10.5,Female,26,Bachelors Degree,2016,Yes,Education,2,No,No,36,2,7,8,4,1,Planning together with fellow facilitators,0
T1 2020,Kgatleng,Yes,10.5,Female,24,Bachelors Degree,2017,No,"Health care, social assistance, nonprofit",24,No,Yes,24,2,15,9,4,1,Plan individually,0
T1 2020,Chobe,No,10.5,Female,24,Bachelors Degree,2019,No,Other,24,No,Yes,5,3,1,3,4,1,Plan individually,0
T1 2020,South East,No,10.5,Female,28,Certificate,2012,Yes,Hotel or food services,27.6,Yes,Yes,24,1,1,6,4,1,Plan individually,0
T1 2020,North East,No,10.5,Female,30,Certificate,2017,Yes,Education,11,No,No,22.8,24,24,4,1,1,Plan individually,0
T1 2020,South East,Yes,10.5,Male,24,Bachelors Degree,2018,No,Other,14,No,Yes,2,3,12,5,4,1,Plan individually,0
T1 2020,South East,No,10.5,Female,33,Diploma,2009,Yes,Education,111.6,Yes,Yes,108,16,108,53,4,1,Plan individually,0
T1 2020,Kgatleng,No,10.5,Female,27,Certificate,2019,No,Other,48,No,Yes,36,4,22.8,12,1,1,Plan individually,0
T1 2020,North West,No,10.5,Male,29,Bachelors Degree,2013,Yes,Education,21.6,No,Yes,5,2,7,4,4,0,Planning together with fellow facilitators,0
T1 2020,Kgatleng,No,10.5,Female,27,Secondary School,2011,Yes,Retail,27.6,No,Yes,21.6,14.4,23,3,4,0,Planning together with fellow facilitators,0
T1 2020,South East,No,10.5,Female,30,Bachelors Degree,2019,Yes,"Health care, social assistance, nonprofit",19.200000000000003,No,No,12,12,12,24,1,1,Planning together with fellow facilitators,0
T1 2020,Kgatleng,No,10.5,Male,23,Bachelors Degree,2019,Yes,Other,4,No,Yes,11,6,8,12,1,1,Plan individually,0
T1 2020,North East,No,10.5,Female,27,Bachelors Degree,2016,Yes,"Health care, social assistance, nonprofit",11,No,No,24,24,24,29,1,1,Plan individually,0
T1 2020,North East,No,10.5,Female,26,Bachelors Degree,2016,No,Education,1,No,Yes,28,2,42,3,4,1,Plan individually,0
T1 2020,Central,No,10,Female,23,Bachelors Degree,2019,No,Education,33.599999999999994,No,No,41,12,18,36,4,1,Plan individually,0
T1 2020,Kgatleng,No,10,Female,22,Certificate,2015,Yes,Retail,21.6,No,Yes,33.599999999999994,7,12,1,1,1,Plan individually,0
T1 2020,South East,No,10,Male,24,Bachelors Degree,2018,No,Government or public administration,24,Yes,Yes,2,3,4,12,4,1,Planning together with fellow facilitators,0
T1 2020,Kgatleng,No,10,Male,27,Diploma,2017,Yes,Utilities or construction,13.2,No,Yes,3,24,5,1,1,1,Plan individually,0
T1 2020,Central,No,10,Female,25,Diploma,2019,Yes,Other,5,No,Yes,9,4,12,12,1,1,Plan individually,0
T1 2020,South East,No,10,Female,27,Certificate,2019,Yes,"Health care, social assistance, nonprofit",5,No,Yes,18,2,12,4,4,1,Plan individually,0
T1 2020,North East,Yes,10,Female,18,Secondary School,2019,No,Government or public administration,24,Yes,Yes,12,9,12,9,4,1,Plan individually,0
T1 2020,North East,No,10,Female,24,Secondary School,2012,No,Hotel or food services,13.2,No,Yes,3,2,10,1,1,1,Plan individually,0
T1 2020,Kgatleng,No,10,Female,24,Bachelors Degree,2019,No,"Health care, social assistance, nonprofit",22.8,No,Yes,6,18,6,3,4,1,Plan individually,0
T1 2020,South East,No,10,Female,25,Bachelors Degree,2018,No,"Health care, social assistance, nonprofit",12,Yes,Yes,5,6,13,5,4,1,Plan individually,0
T1 2020,North West,No,10,Female,25,Secondary School,2011,Yes,Arts and entertainment,9,No,Yes,12,2,2,11,4,1,Plan individually,0
T1 2020,South East,No,10,Female,29,Secondary School,2008,Yes,Hotel or food services,27.6,No,Yes,6,3,2,21.6,4,1,Plan individually,0
T1 2020,North East,No,10,Female,26,Secondary School,2011,No,Education,24,No,Yes,2,1,11,16,4,1,Plan individually,0
T1 2020,Kgatleng,No,10,Female,20,Secondary School,2019,No,Transportation or warehousing,24,No,Yes,5,2,5,1,1,1,Plan individually,0
T1 2020,Central,Yes,10,Female,24,Bachelors Degree,2018,No,Education,10,No,Yes,30,4,27.6,6,4,1,Plan individually,0
T1 2020,South East,Yes,10,Female,23,Certificate,2019,Yes,"Health care, social assistance, nonprofit",1,No,Yes,2,24,7,3,4,1,Plan individually,0
T1 2020,North East,No,10,Female,29,Bachelors Degree,2015,No,Other,5,No,Yes,1,24,12,12,4,1,Plan individually,0
T1 2020,Kweneng,No,10,Female,22,Certificate,2018,No,"Health care, social assistance, nonprofit",2,No,No,24,8,14,30,4,0,Planning together with fellow facilitators,1
T1 2020,Kgatleng,No,9.5,Female,29,Certificate,2014,No,Utilities or construction,12,No,Yes,12,5,2,3,4,1,Plan individually,0
T1 2020,North East,No,9.5,Female,23,Bachelors Degree,2019,No,Manufacturing,34,No,Yes,5,36,8,2,4,1,Planning together with fellow facilitators,0
T1 2020,South East,No,9.5,Female,26,Masters Degree,2019,Yes,Education,20.4,No,Yes,24,21.6,19.200000000000003,29,4,1,Plan individually,0
T1 2020,Kweneng,Yes,9.5,Female,25,Bachelors Degree,2018,No,Other,14,Yes,Yes,15,3,15.6,5,1,1,Plan individually,0
T1 2020,South East,No,9.5,Male,20,Secondary School,2017,Yes,Other,22.8,Yes,Yes,30,2,4,3,4,1,Plan individually,0
T1 2020,Central,No,9.5,Female,25,Bachelors Degree,2016,No,"Farming, agriculture, or mining",2,No,Yes,4,7,3,3,4,1,Wait for supervisor or further instruction,0
T1 2020,Central,No,9.5,Male,28,Secondary School,2009,Yes,Hotel or food services,86.4,No,Yes,48,8,24,24,4,1,Plan individually,0
T1 2020,Chobe,No,9.5,Female,38,Certificate,2014,Yes,"Health care, social assistance, nonprofit",141.60000000000002,No,Yes,120,60,144,84,4,1,Plan individually,0
T1 2020,Kweneng,No,9.5,Female,22,Secondary School,2015,Yes,Hotel or food services,6,No,Yes,9,3,3,4,4,1,Plan individually,0
T1 2020,South East,No,9,Female,25,Bachelors Degree,2018,No,Education,1,No,Yes,2,3,13.2,3,1,1,Plan individually,0
T1 2020,North East,No,9,Female,27,Bachelors Degree,2019,No,"Health care, social assistance, nonprofit",24,Yes,Yes,2,46,27.6,36,1,1,Plan individually,0
T1 2020,North East,No,9,Female,31,Bachelors Degree,2014,Yes,Other,22.8,No,No,2,3,12,36,1,1,Wait for supervisor or further instruction,0
T1 2020,Kweneng,No,9,Female,26,Certificate,2014,No,Software or technology,12,No,Yes,1,2,2,3,4,1,Plan individually,0
T1 2020,Chobe,No,9,Female,27,Diploma,2016,No,Manufacturing,13.2,No,Yes,6,24,3,24,4,1,Plan individually,0
T1 2020,North East,No,9,Male,23,Diploma,2019,No,Other,4,No,Yes,1,18,24,1,1,1,Plan individually,0
T1 2020,South East,No,9,Female,27,Certificate,2019,Yes,Education,54,No,Yes,36,12,48,12,4,1,Plan individually,1
T1 2020,Southern,No,9,Female,22,Certificate,2017,No,"Health care, social assistance, nonprofit",3,No,Yes,4,4,6,2,1,1,Plan individually,0
T1 2020,Chobe,No,9,Female,18,Secondary School,2018,No,"Health care, social assistance, nonprofit",38.400000000000006,No,Yes,4,12,14,6,4,0,Planning together with fellow facilitators,0
T1 2020,Kweneng,No,9,Female,24,Diploma,2019,No,Education,13.2,No,Yes,9,18,36,14.4,4,1,Plan individually,1
T1 2020,North East,Yes,9,Female,28,Diploma,2018,No,Hotel or food services,33.599999999999994,No,Yes,5,9,24,24,4,1,Plan individually,0
T1 2020,South East,No,9,Female,27,Certificate,2016,No,Education,18,No,Yes,24,24,24,45.6,4,1,Plan individually,1
T1 2020,South East,No,9,Female,22,Secondary School,2015,No,"Health care, social assistance, nonprofit",27,Yes,Yes,2,2,18,12,1,1,Plan individually,0
T1 2020,South East,No,9,Female,29,Diploma,2012,No,Education,36,No,Yes,36,5,72,24,4,1,Planning together with fellow facilitators,0
T1 2020,North West,No,9,Female,23,Bachelors Degree,2019,No,"Health care, social assistance, nonprofit",20.4,No,No,11,5,2,2,1,1,Plan individually,0
T1 2020,North East,No,9,Female,27,Certificate,2013,Yes,Education,21.6,No,Yes,24,12,36,3,1,0,Plan individually,0
T1 2020,Chobe,Yes,8.5,Female,25,Diploma,2015,No,Arts and entertainment,30,Yes,Yes,39.6,3,29,12,1,1,Plan individually,0
T1 2020,North East,No,8.5,Female,23,Secondary School,2016,No,Other,86.4,Yes,Yes,24,16,36,3,4,1,Plan individually,0
T1 2020,North East,No,8.5,Female,21,Secondary School,2016,No,Education,27.6,Yes,Yes,12,19,27,4,4,1,Plan individually,0
T1 2020,South East,No,8.5,Female,19,Secondary School,2018,No,"Health care, social assistance, nonprofit",34,No,Yes,8,24,24,1,4,1,Plan individually,0
T1 2020,Kweneng,Yes,8.5,Female,25,Diploma,2019,Yes,Other,15.6,No,No,24,21,12,12,1,1,Planning together with fellow facilitators,0
T1 2020,North East,No,8.5,Male,27,Diploma,2017,No,"Health care, social assistance, nonprofit",7,No,Yes,2,2,9,1,4,1,Planning together with fellow facilitators,0
T1 2020,North West,No,8.5,Female,24,Certificate,2015,No,Education,16,No,Yes,3,6,21.6,1,1,1,Plan individually,0
T1 2020,North East,No,8.5,Female,33,Bachelors Degree,2019,Yes,Retail,28.8,Yes,Yes,2,16.799999999999997,60,16.799999999999997,4,1,Plan individually,0
T1 2020,North East,Yes,8.5,Female,24,Diploma,2016,No,"Health care, social assistance, nonprofit",10,No,Yes,7,5,7,3,4,1,Planning together with fellow facilitators,0
T1 2020,South East,No,8.5,Female,26,Secondary School,2012,Yes,Retail,24,No,Yes,18,6,12,6,4,1,Planning together with fellow facilitators,1
T1 2020,North East,No,8,Female,26,Secondary School,2011,No,Education,24,Yes,Yes,12,12,42,5,4,1,Plan individually,0
T1 2020,North West,Yes,8,Female,23,Diploma,2016,No,"Health care, social assistance, nonprofit",47,Yes,Yes,5,38,22.8,6,4,1,Planning together with fellow facilitators,0
T1 2020,South East,No,8,Female,25,Diploma,2018,No,Other,10,No,Yes,12,4,6,11,1,1,Plan individually,0
T1 2020,South East,No,8,Female,22,Bachelors Degree,2019,No,Hotel or food services,23,No,Yes,6,3,3,1,4,0,Plan individually,0
T1 2020,South East,Yes,8,Male,22,Secondary School,2016,No,Retail,5,No,No,12,7,42,24,4,1,Plan individually,0
T1 2020,South East,Yes,8,Female,20,Secondary School,2018,No,Government or public administration,12,No,Yes,7,12,13.2,1,4,1,Plan individually,0
T1 2020,South East,No,7.5,Female,23,Bachelors Degree,2018,Yes,Manufacturing,8,No,Yes,2,24,3,36,4,1,Plan individually,0
T1 2020,South East,No,7.5,Female,25,Bachelors Degree,2019,No,"Health care, social assistance, nonprofit",3,No,Yes,2,3,12,4,4,0,Plan individually,0
T1 2020,Kgatleng,Yes,7.5,Female,22,Certificate,2019,No,Education,3,No,Yes,11,3,12,5,1,1,Planning together with fellow facilitators,0
T1 2020,North East,No,7,Female,21,Secondary School,2015,No,Education,12,No,Yes,3,24,22.8,6,1,1,Plan individually,0
T1 2020,South East,No,7,Male,26,Bachelors Degree,2019,Yes,"Health care, social assistance, nonprofit",9,Yes,Yes,4,3,12,5,1,1,Plan individually,0
T1 2020,South East,No,7,Female,20,Secondary School,2016,No,Hotel or food services,24,No,Yes,3,9,4,8,4,1,Planning together with fellow facilitators,0
T1 2020,North East,No,7,Female,22,Certificate,2019,Yes,Education,10,Yes,Yes,6,9,7,9,4,1,Plan individually,0
T1 2020,South East,Yes,7,Female,23,Bachelors Degree,2019,Yes,Software or technology,7,Yes,Yes,5,16.799999999999997,3,2,4,1,Plan individually,0
T1 2020,South East,Yes,7,Female,32,Certificate,2009,Yes,Other,37.2,No,Yes,27,12,60,10,4,0,Plan individually,0
T1 2020,North West,No,7,Female,24,Secondary School,2010,No,Education,8,No,Yes,3,2,1,3,4,1,Planning together with fellow facilitators,0
T1 2020,Kgatleng,Yes,7,Female,22,Secondary School,2015,No,Government or public administration,21,Yes,Yes,36,10,27,5,1,1,Plan individually,0
T1 2020,Ghanzi,No,7,Female,25,Diploma,2014,Yes,"Health care, social assistance, nonprofit",31.200000000000003,No,Yes,21.6,3,18,3,4,1,Plan individually,0
T1 2020,North East,No,6.5,Female,25,Bachelors Degree,2015,Yes,Government or public administration,22.8,No,Yes,2,5,12,24,4,1,Plan individually,0
T1 2020,Chobe,No,6.5,Female,22,Bachelors Degree,2019,Yes,Hotel or food services,1,No,Yes,9,2,2,12,4,1,Plan individually,0
T1 2020,North West,Yes,6.5,Female,23,Certificate,2019,Yes,Education,25.200000000000003,No,Yes,5,2,18,12,1,1,Plan individually,0
T1 2020,Kgatleng,No,6.5,Male,32,Diploma,2010,Yes,Hotel or food services,11,No,Yes,3,4,3,12,4,1,Plan individually,0
T1 2020,Kgatleng,No,6.5,Female,24,Diploma,2018,Yes,"Health care, social assistance, nonprofit",12,No,No,72,7,24,24,4,0,Plan individually,0
T1 2020,North East,No,6.5,Female,31,Bachelors Degree,2018,Yes,Military,32.400000000000006,No,Yes,18,7,12,6,4,1,Plan individually,0
T1 2020,Kgatleng,No,6,Female,24,Certificate,2018,Yes,Arts and entertainment,46.8,No,Yes,2,2,8,36,4,1,Wait for supervisor or further instruction,0
T1 2020,Kgatleng,No,6,Female,24,Bachelors Degree,2018,Yes,Other,8,Yes,Yes,33.599999999999994,2,4,96,4,1,Plan individually,0
T1 2020,North East,No,6,Female,20,Secondary School,2017,No,Other,21.6,Yes,Yes,14,7,2,1,1,1,Planning together with fellow facilitators,0
T1 2020,Kgatleng,No,6,Female,22,Secondary School,2015,No,Education,13,No,Yes,8,15,6,12,1,1,Planning together with fellow facilitators,0
T1 2020,South East,No,5.5,Female,19,Certificate,2019,Yes,Other,2,No,No,12,12,3,24,4,1,Plan individually,0
T1 2020,Chobe,No,5.5,Female,31,Certificate,2010,Yes,Other,18,No,Yes,30,3,8,4,4,1,Plan individually,0
T1 2020,South East,No,5.5,Female,28,Certificate,2019,Yes,"Farming, agriculture, or mining",33.599999999999994,No,Yes,19.200000000000003,36,18,4,1,0,Plan individually,0
T1 2020,North East,No,5.5,Male,27,Diploma,2019,No,Retail,3,No,Yes,15.6,3,24,5,4,0,Plan individually,0
T1 2020,Kgatleng,No,5,Female,29,Certificate,2014,Yes,"Health care, social assistance, nonprofit",10,No,Yes,36,3,14,12,4,0,Plan individually,0
T1 2020,South East,No,5,Female,29,Diploma,2018,Yes,Government or public administration,7,Yes,Yes,12,1,17,30,4,1,Plan individually,0
T1 2020,North East,No,5,Female,30,Secondary School,2007,Yes,Religious,100.8,No,Yes,112,57,108,1,4,1,Plan individually,0
T1 2020,Central,No,5,Male,23,Bachelors Degree,2019,Yes,Education,2,Yes,No,48,2,12,17,4,1,Planning together with fellow facilitators,0
T1 2020,Kweneng,No,4.5,Female,24,Secondary School,2013,Yes,Education,1,No,Yes,2,6,30,12,1,1,Plan individually,0
T1 2020,North East,No,4.5,Female,24,Bachelors Degree,2019,No,Other,24,No,Yes,9,4,18,1,1,1,Plan individually,0
T1 2020,Kweneng,No,4.5,Male,31,Diploma,2014,Yes,Software or technology,28.8,No,Yes,12,24,24,3,4,1,Planning together with fellow facilitators,0
T1 2020,Kweneng,No,4.5,Female,23,Bachelors Degree,2019,No,Government or public administration,1,No,Yes,2,4,12,6,1,1,Plan individually,0
T1 2020,North East,No,4.5,Female,29,Secondary School,2009,Yes,Retail,15.6,No,Yes,2,24,24,1,4,1,Plan individually,0
T1 2020,South East,No,4.5,Male,23,Diploma,2016,Yes,Retail,39.6,Yes,Yes,30,6,24,6,1,1,Plan individually,0
T1 2020,North West,Yes,4,Male,25,Bachelors Degree,2019,No,Other,12,No,No,12,7,5,8,1,1,Plan individually,0
T1 2020,Southern,Yes,4,Female,25,Bachelors Degree,2017,No,"Health care, social assistance, nonprofit",22.8,Yes,Yes,33.599999999999994,3,36,6,1,1,Plan individually,0
T1 2020,North East,No,4,Female,22,Bachelors Degree,2020,No,"Health care, social assistance, nonprofit",28.8,No,Yes,9,3,15.6,12,1,1,Plan individually,0
T1 2020,South East,No,4,Female,25,Bachelors Degree,2018,No,Manufacturing,16,No,Yes,21.6,3,3,1,1,1,Plan individually,0
T1 2020,North East,No,3.5,Female,30,Secondary School,2007,Yes,Government or public administration,12,No,Yes,2,27.6,4,3,4,0,Plan individually,0
T1 2020,South East,No,3.5,Female,21,Certificate,2019,No,"Health care, social assistance, nonprofit",39.6,No,Yes,1,14.4,23,2,1,1,Plan individually,0
T1 2020,Chobe,No,3.5,Female,23,Certificate,2014,Yes,Other,55.2,No,Yes,48,5,24,8,1,0,Plan individually,0
T1 2020,North West,Yes,3.5,Male,27,Diploma,2017,No,"Health care, social assistance, nonprofit",12,No,Yes,2,1,7,3,4,1,Planning together with fellow facilitators,0
T1 2020,Kgatleng,No,3.5,Female,25,Secondary School,2012,Yes,Other,33.599999999999994,No,Yes,12,8,1,36,1,1,Plan individually,0
T1 2020,North West,No,3,Female,25,Diploma,2018,No,Hotel or food services,24,No,No,24,12,14,36,1,1,Plan individually,0
T1 2020,Kgatleng,No,3,Female,26,Certificate,2016,No,Education,8,No,Yes,6,12,4,1,1,1,Plan individually,0
T1 2020,North East,No,3,Male,26,Secondary School,2011,No,Government or public administration,10,No,Yes,1,8,18,1,1,1,Plan individually,0
T1 2020,Kgatleng,No,2,Female,33,Bachelors Degree,2019,Yes,"Health care, social assistance, nonprofit",21.6,No,Yes,24,3,24,5,4,0,Plan individually,0
T1 2020,North East,No,1.5,Female,24,Diploma,2015,Yes,"Finance, insurance or information services",27.6,No,Yes,4,6,3,4,4,1,Plan individually,0
T1 2020,North West,No,1,Female,32,Bachelors Degree,2011,Yes,Government or public administration,11,No,No,21.6,6,7,29,4,1,Plan individually,0
T1 2020,Kgatleng,No,0.5,Female,28,Diploma,2018,Yes,Hotel or food services,3,Yes,Yes,12,2,3,3,4,1,Plan individually,0
T1 2020,Chobe,No,-0.5,Female,20,Secondary School,2016,Yes,Government or public administration,9,Yes,Yes,9,8,8,6,4,1,Plan individually,0
T1 2020,Central,No,-1.5,Female,27,Diploma,2017,No,Other,6,No,Yes,8,8,4,4,1,1,Plan individually,0
T1 2020,South East,No,-1.5,Male,22,Certificate,2019,Yes,"Health care, social assistance, nonprofit",4,No,Yes,15,4,18,1,1,0,Plan individually,0
T1 2020,North East,No,-2,Female,25,Secondary School,2012,No,Education,60,No,Yes,24,29,32.400000000000006,6,4,1,Plan individually,0
T1 2020,South East,No,-2.5,Female,21,Secondary School,2016,No,Other,38.400000000000006,No,Yes,19.200000000000003,3,27,2,1,1,Plan individually,0
T1 2020,South East,No,-2.5,Male,26,Secondary School,2012,No,Education,34.8,No,Yes,41,3,32.400000000000006,6,1,1,Plan individually,0
T2 2022,South East,Yes,29,Female,26,Bachelor and above,2019,Yes,Education,8,Yes,Yes,21.6,11,12,6,4,1,Planning together with fellow facilitators,0
T2 2022,South East,No,28,Female,34,Bachelor and above,2014,Yes,Education,60,No,Yes,60,60,72,36,4,1,Planning together with fellow facilitators,0
T2 2022,South East,Yes,28,Male,28,Bachelor and above,2021,Yes,Education,18,No,Yes,3,5,12,16,3,1,Planning together with fellow facilitators,1
T2 2022,South East,Yes,28,Female,28,Diploma,2019,Yes,Other,18,No,Yes,21.6,6,4,12,3,1,Planning together with fellow facilitators,0
T2 2022,South East,No,28,Female,25,Bachelor and above,2017,Yes,Other,27,No,Yes,6,2,8,12,4,1,Planning together with fellow facilitators,1
T2 2022,South East,Yes,28,Female,28,Diploma,2019,Yes,Other,36,Yes,Yes,6,2,7,36,4,1,Planning together with fellow facilitators,0
T2 2022,South East,Yes,28,Male,31,Bachelor and above,2019,Yes,"Health care, social assistance, nonprofit",7,Yes,Yes,24,36,42,6,4,1,Planning together with fellow facilitators,0
T2 2022,South East,No,28,Female,27,Bachelor and above,2020,Yes,"Health care, social assistance, nonprofit",8,No,Yes,6,3,12,12,4,1,Planning together with fellow facilitators,0
T2 2022,South East,No,27,Female,29,Bachelor and above,2016,Yes,Military,12,No,Yes,5,3,8,2,4,1,Planning together with fellow facilitators,0
T2 2022,South East,No,27,Female,28,Bachelor and above,2020,Yes,Hotel or food services,27.6,No,Yes,3,4,3,1,3,1,Planning together with fellow facilitators,1
T2 2022,South East,Yes,27,Female,22,Certificate,2021,Yes,"Health care, social assistance, nonprofit",18,No,Yes,6,6,2,6,4,1,Planning together with fellow facilitators,0
T2 2022,South East,Yes,27,Female,25,Bachelor and above,2020,Yes,"Health care, social assistance, nonprofit",45.6,No,Yes,9,16.799999999999997,12,6,4,1,Planning together with fellow facilitators,0
T2 2022,South East,Yes,27,Male,29,Bachelor and above,2019,Yes,Education,10,Yes,Yes,6,8,4,36,4,1,Planning together with fellow facilitators,0
T2 2022,South East,Yes,27,Female,30,Diploma,2020,Yes,Education,24,No,Yes,12,12,24,16,4,1,Planning together with fellow facilitators,0
T2 2022,South East,No,26,Female,25,Bachelor and above,2019,Yes,"Finance, insurance or information services",1,No,Yes,12,3,3,5,3,1,Planning together with fellow facilitators,1
T2 2022,South East,No,26,Female,28,Certificate,2016,Yes,"Health care, social assistance, nonprofit",26.4,No,Yes,3,12,7,1,3,1,Planning together with fellow facilitators,1
